ImageId,EncodedPixels
test_mask_264,15817 2 15820 35 16059 46 16309 47 16562 44 16810 1 16813 42 17059 46 17309 47 17559 49 17610 2 17799 64 18049 63 18299 63 18549 63 18799 63 19041 1 19048 50 19103 3 19108 2 19291 1 19298 50 19353 2 19541 1 19548 65 19790 5 19796 62 19859 2 20040 57 20290 51 20342 2 20540 50 20790 52 21040 52 21094 2 21290 57 21540 50 21591 6 21790 54 21845 2 22034 5 22040 41 22284 41 22326 1 22538 37 22576 1 22788 37 23039 35 23288 35 23538 35 23787 36 24033 40 24283 40 24533 40 24783 40 25033 40 25283 40 25533 40 25783 40 26032 36 26071 2 26282 35 26321 2 26532 34 26571 2 26782 34 26821 2 27032 33 27071 2 27282 33 27321 2 27532 34 27572 1 27782 34 27822 1 28032 33 28282 33 28532 33 28782 33 29032 33 29277 1 29282 33 29527 1 29532 33 29777 1 29782 33 30025 3 30031 34 30282 33 30526 1 30532 33 30777 1 30782 33 31027 1 31032 33 31277 1 31282 33 31527 1 31532 33 31777 1 31782 33 32026 3 32030 35 32277 1 32282 33 32526 2 32532 33 32777 1 32782 33 33026 2 33032 33 33277 1 33282 33 33527 1 33532 33 33777 1 33782 33 34026 2 34032 33 34282 33 34532 33 34782 33 35032 33 35282 33 35527 1 35532 33 35777 1 35782 33 36027 1 36031 34 36282 33 36527 1 36532 33 36777 1 36782 33 37032 33 37282 33 37532 34 37782 34 37818 4 38032 41 38282 41 38532 41 38782 41 39032 41 39282 41 39532 42 39782 49 40032 57 40282 57 40532 58 40782 58 41033 56 41283 56 41533 56 41783 64 42035 71 42287 75 42540 73 42790 73 43040 73 43290 73 43541 72 43794 1 43798 66 44049 71 44307 62 44557 62 44807 58 44866 1 45057 60 45308 59 45368 2 45558 62 45808 60 46061 57 46322 40 46573 39 46823 39 47074 38 47323 39 47572 38 47830 1 47845 2 47853 2
test_mask_265,15813 55 16058 61 16308 60 16558 61 16808 61 17057 61 17308 59 17559 57 17618 1 17800 70 18049 66 18116 4 18299 72 18549 71 18799 72 19041 1 19048 66 19115 1 19291 1 19298 65 19541 1 19548 66 19790 2 19793 2 19796 67 20040 65 20290 62 20353 2 20540 59 20790 59 21040 58 21290 59 21540 58 21599 5 21790 62 22033 48 22083 6 22093 1 22096 1 22283 41 22533 41 22783 41 23033 41 23283 40 23533 40 23782 41 24032 41 24282 40 24532 40 24782 40 25032 40 25282 40 25532 40 25782 40 26027 1 26031 41 26281 38 26531 35 26782 34 27032 33 27282 33 27532 33 27777 1 27781 34 28027 38 28277 38 28527 1 28529 1 28531 34 28777 1 28781 34 29027 1 29030 35 29277 2 29281 34 29527 1 29531 34 29777 2 29780 35 30027 38 30277 38 30526 39 30777 1 30780 35 31026 2 31030 35 31277 2 31280 35 31527 3 31531 34 31777 2 31780 35 32027 38 32277 38 32526 39 32777 1 32780 35 33027 1 33030 35 33277 1 33281 34 33527 1 33531 34 33777 2 33780 35 34027 38 34277 38 34527 3 34531 34 34777 1 34781 34 35027 2 35031 34 35277 2 35281 34 35527 2 35531 34 35777 38 36027 39 36068 3 36277 39 36318 5 36527 2 36532 41 36777 1 36782 41 37032 41 37282 41 37532 42 37782 49 38032 51 38084 5 38282 58 38344 2 38533 57 38593 4 38783 58 38843 4 39033 3 39038 53 39092 5 39283 58 39342 5 39533 56 39784 56 40038 53 40092 4 40290 57 40540 56 40790 57 41033 1 41040 57 41290 57 41534 1 41538 1 41540 58 41784 1 41789 60 42040 66 42290 68 42359 3 42541 1 42548 65 42791 1 42798 65 43041 1 43048 65 43290 72 43541 5 43547 66 43791 74 44042 3 44046 1 44048 72 44303 1 44307 63 44557 63 44804 1 44807 63 45054 1 45056 64 45306 65 45556 65 45806 64 46057 63 46322 41 46573 33 46607 1 46609 4 46823 35 46860 3 47072 34 47111 1 47322 27 47353 3 47361 1 47572 27 47604 1 47611 2 47830 1 47845 2
test_mask_266,15334 1 15815 9 15826 6 15833 3 15837 2 15840 2 15843 25 16059 61 16309 61 16561 59 16810 60 17059 61 17309 61 17560 60 17802 69 18049 71 18299 71 18549 71 18799 66 18867 3 19041 1 19048 65 19298 65 19548 66 19617 2 19790 2 19793 2 19796 68 20040 65 20290 58 20540 58 20790 59 21040 60 21290 58 21351 2 21533 2 21540 58 21599 1 21601 4 21783 4 21790 60 21851 2 22032 50 22083 11 22095 3 22282 43 22326 1 22532 42 22782 42 23032 42 23282 41 23532 41 23782 42 23828 1 24032 41 24281 42 24532 41 24782 40 25032 40 25282 41 25532 41 25782 41 26027 1 26031 41 26281 41 26531 41 26781 36 26818 3 27031 35 27068 3 27282 34 27318 3 27532 34 27781 35 28028 1 28030 36 28278 1 28280 36 28531 34 28781 34 29031 34 29281 34 29532 33 29777 1 29780 35 30027 2 30030 35 30278 1 30280 35 30531 34 30780 35 31030 35 31280 35 31531 34 31777 1 31780 35 32027 2 32030 35 32278 1 32280 35 32531 34 32780 35 33030 35 33280 35 33531 34 33777 2 33780 35 34028 1 34030 35 34280 35 34531 34 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36028 1 36030 35 36281 34 36531 34 36781 34 37032 33 37282 34 37532 39 37782 41 38032 41 38282 41 38532 41 38782 41 39032 41 39282 41 39532 45 39782 49 40033 2 40038 45 40084 6 40283 2 40290 50 40540 50 40790 50 41040 49 41290 49 41540 50 41790 53 41845 2 42040 65 42291 67 42359 3 42541 1 42548 64 42798 64 43041 1 43048 64 43290 69 43360 1 43543 1 43548 64 43792 1 43798 67 44049 70 44303 2 44306 63 44556 61 44618 1 44804 1 44806 62 45056 61 45306 63 45557 62 45807 61 46059 58 46323 40 46573 33 46607 5 46823 39 47075 35 47111 1 47323 1 47325 34 47361 2 47572 4 47577 32 47611 2 47837 2 47845 2 47853 2
test_mask_267,15815 40 15858 3 16058 54 16308 49 16557 49 16609 1 16807 49 16858 2 17057 49 17109 2 17307 49 17360 1 17558 50 17610 2 17799 64 18049 64 18299 64 18549 64 18799 63 19041 1 19048 62 19291 1 19298 58 19541 2 19548 60 19610 3 19790 5 19796 60 19860 1 20040 57 20290 51 20342 2 20540 50 20790 55 21040 56 21290 56 21540 50 21591 7 21790 57 22033 4 22040 46 22087 3 22283 42 22537 37 22788 36 23036 1 23038 36 23288 35 23533 1 23536 1 23538 35 23783 40 24032 41 24282 41 24532 41 24782 41 25032 41 25276 2 25282 41 25527 1 25532 41 25776 2 25782 41 26025 4 26032 40 26277 2 26281 41 26527 2 26532 35 26570 2 26776 2 26782 34 27026 2 27032 33 27277 2 27282 33 27527 2 27532 34 27776 3 27781 35 28025 40 28277 38 28527 1 28531 34 28777 1 28782 33 29025 3 29030 35 29277 2 29280 35 29526 3 29531 34 29775 4 29780 35 30025 40 30277 38 30526 39 30777 1 30780 35 31025 3 31030 35 31277 2 31280 35 31526 2 31531 34 31777 2 31780 35 32025 40 32277 38 32526 2 32529 36 32777 1 32780 35 33026 3 33030 35 33277 2 33281 34 33527 3 33531 34 33777 38 34026 39 34277 3 34281 34 34527 1 34531 34 34777 1 34782 33 35026 3 35031 34 35277 3 35281 34 35527 3 35532 33 35777 39 35818 3 36026 40 36067 4 36277 2 36282 34 36317 4 36527 1 36532 34 36567 5 36777 1 36782 34 36817 5 37032 34 37068 3 37282 39 37532 40 37782 41 38033 40 38284 39 38535 38 38785 38 39036 37 39286 37 39534 40 39784 47 40040 43 40084 6 40290 50 40540 43 40584 5 40790 43 40835 5 41040 49 41290 49 41540 50 41790 57 42040 5 42046 60 42291 2 42298 64 42541 1 42548 64 42798 65 43041 1 43048 65 43290 2 43294 1 43296 67 43543 2 43548 64 43798 65 44044 1 44048 71 44307 59 44557 59 44807 58 45057 58 45307 59 45557 60 45807 56 46061 52 46322 40 46572 40 46822 40 47075 36 47323 1 47325 34 47572 2 47576 32 47830 1 47837 2 47845 2
test_mask_268,15815 40 16059 1 16061 45 16309 47 16559 46 16809 46 17059 46 17309 47 17559 54 17800 64 18049 64 18299 64 18549 64 18791 1 18793 1 18799 65 19040 72 19290 69 19361 1 19540 73 19790 68 19859 3 20034 64 20284 60 20534 57 20592 1 20784 60 21034 62 21284 62 21533 57 21591 6 21783 61 21845 2 22032 50 22083 7 22282 47 22532 43 22576 2 22782 42 23032 42 23282 42 23532 42 23782 42 23829 1 24032 41 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26027 1 26032 41 26281 42 26532 40 26782 40 27032 40 27282 40 27532 40 27781 41 28027 2 28030 40 28278 1 28280 37 28318 1 28531 35 28780 36 29030 36 29068 1 29280 36 29532 34 29777 1 29780 36 30026 3 30030 36 30278 1 30280 35 30531 34 30780 35 31030 35 31280 1 31282 33 31532 33 31777 1 31780 35 32026 3 32030 35 32278 1 32280 35 32531 34 32780 35 33030 35 33280 35 33531 34 33777 1 33780 35 34027 1 34031 34 34282 33 34532 33 34782 33 35032 33 35282 33 35532 33 35782 33 36032 33 36069 1 36282 34 36319 2 36532 34 36782 34 37032 34 37282 37 37533 38 37783 40 38034 39 38286 37 38538 35 38788 35 39039 34 39288 36 39536 38 39785 42 40038 43 40290 41 40540 41 40586 1 40790 41 41040 42 41086 1 41290 42 41538 1 41540 42 41584 1 41789 50 42040 63 42290 65 42541 2 42548 58 42608 4 42642 2 42791 1 42798 58 42860 1 42892 1 43040 2 43048 58 43110 2 43142 1 43290 66 43407 2 43549 60 43649 4 43654 5 43799 63 43890 19 44049 5 44056 63 44134 26 44309 56 44384 3 44388 22 44558 57 44639 21 44808 57 44889 22 45058 57 45139 22 45308 61 45389 24 45558 62 45638 25 45809 61 45884 3 45888 27 46060 1 46065 55 46139 28 46322 40 46392 21 46573 1 46575 37 46642 10 46654 6 46825 37 46892 19 47075 37 47142 19 47326 13 47340 23 47392 19 47579 11 47591 19 47611 2 47642 3 47646 15 47845 2 47892 2 47900 2 47908 2
test_mask_269,15334 1 15813 19 15833 3 15837 26 16058 2 16061 53 16308 56 16559 55 16810 54 17059 55 17309 55 17560 54 17800 64 17867 3 18049 65 18299 64 18549 64 18618 1 18799 64 18868 2 19041 1 19048 64 19298 65 19541 1 19548 65 19793 2 19796 67 20040 58 20100 2 20290 51 20342 6 20540 51 20592 2 20595 2 20791 57 21040 58 21290 56 21347 1 21540 50 21591 1 21593 5 21790 52 21843 3 22040 51 22286 1 22288 36 22538 36 22788 36 23036 1 23038 36 23288 35 23538 35 23786 37 24032 41 24282 40 24532 40 24782 40 25032 40 25282 40 25532 40 25782 40 26027 1 26032 37 26070 2 26281 36 26321 1 26531 35 26781 34 27031 34 27280 35 27532 33 27777 2 27781 34 28027 38 28278 37 28531 34 28777 1 28781 34 29027 1 29030 35 29277 2 29280 35 29527 1 29531 34 29777 1 29781 34 30026 3 30030 35 30278 1 30280 35 30526 1 30531 34 30777 1 30781 34 31027 1 31030 35 31278 1 31280 1 31282 33 31527 1 31532 33 31777 2 31780 35 32026 39 32278 1 32280 35 32526 2 32531 34 32777 1 32782 33 33027 1 33030 35 33277 2 33280 35 33527 2 33531 34 33777 38 34027 38 34277 38 34527 3 34531 34 34777 1 34782 33 35027 1 35032 33 35277 1 35282 33 35527 1 35532 33 35777 1 35782 33 36027 1 36031 34 36282 34 36532 33 36782 33 37032 33 37282 34 37532 39 37782 40 38034 39 38285 38 38540 33 38790 33 39040 33 39289 34 39538 36 39576 1 39788 43 40040 43 40084 6 40290 50 40541 49 40790 50 41040 50 41290 49 41540 50 41790 57 42040 3 42044 1 42046 60 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 67 43548 65 43799 64 44044 1 44048 73 44307 63 44557 62 44807 59 44868 1 45057 61 45307 63 45557 63 45807 63 46061 56 46322 40 46573 39 46825 37 47075 37 47325 38 47577 2 47580 30 47611 2 47834 2 47845 2 47854 1
test_mask_270,14582 3 14596 1 14831 1 14833 1 15084 1 15099 1 15333 1 15335 1 15341 1 15349 2 15583 1 15585 1 15587 1 15591 1 15600 1 15815 21 15837 2 15840 7 15848 5 15855 16 16058 63 16308 62 16558 3 16562 59 16807 4 16813 57 17058 3 17063 57 17308 63 17559 62 17799 73 17876 1 18049 72 18299 72 18549 72 18799 72 19041 1 19048 66 19118 2 19298 66 19368 3 19541 1 19548 66 19615 6 19791 2 19794 1 19796 68 19866 1 20040 66 20291 57 20540 51 20592 6 20791 62 21041 63 21290 58 21352 4 21540 50 21591 3 21595 3 21601 5 21790 60 21851 4 22040 54 22095 3 22287 38 22538 36 22788 36 23038 36 23287 36 23537 36 23786 38 24032 41 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26026 3 26031 38 26070 2 26277 40 26527 3 26531 35 26777 1 26781 34 27027 1 27031 34 27277 2 27280 35 27527 3 27532 33 27776 3 27780 35 28026 39 28277 3 28281 34 28526 4 28531 34 28776 2 28782 33 29025 3 29030 35 29276 3 29281 34 29526 4 29531 34 29775 40 30025 40 30277 3 30281 34 30526 2 30529 1 30531 34 30777 1 30779 1 30782 33 31025 3 31030 35 31277 2 31280 35 31526 4 31531 34 31777 38 32025 40 32277 3 32281 34 32526 2 32529 1 32531 34 32777 1 32782 33 33025 3 33030 35 33277 2 33281 34 33525 5 33531 34 33775 40 34026 39 34277 3 34281 34 34527 1 34529 1 34531 34 34777 1 34782 33 35026 3 35030 35 35277 38 35527 38 35777 38 36026 39 36068 2 36277 3 36282 33 36319 1 36526 2 36532 33 36775 3 36782 34 37027 1 37032 33 37282 34 37525 1 37532 40 37775 1 37782 41 38032 41 38283 40 38533 1 38535 2 38539 34 38788 36 39039 34 39287 36 39533 41 39576 1 39784 47 40040 50 40290 50 40541 49 40593 1 40791 49 41040 50 41092 5 41290 50 41540 50 41591 2 41790 58 42040 3 42044 1 42046 61 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43296 67 43549 63 43799 64 44044 1 44048 72 44307 59 44367 3 44551 1 44557 4 44562 54 44807 59 45057 59 45307 60 45368 2 45557 60 45807 60 46061 52 46116 1 46322 40 46572 40 46823 39 47075 36 47325 35 47577 32 47835 1 47837 2 47845 2 47848 4 47853 4
test_mask_271,15334 1 15350 1 15584 1 15815 11 15827 1 15829 19 15849 3 15853 15 16059 3 16063 56 16309 59 16559 1 16562 57 16810 1 16813 56 17059 3 17063 57 17309 62 17559 62 17799 72 18049 72 18299 72 18549 72 18799 73 19041 1 19048 72 19291 1 19298 66 19368 3 19541 1 19548 73 19790 73 20040 62 20103 2 20290 59 20350 1 20540 59 20790 59 21040 60 21290 59 21352 1 21540 58 21599 6 21790 65 22040 42 22083 7 22091 3 22096 2 22290 37 22540 37 22790 35 23041 4 23047 27 23290 6 23298 25 23540 6 23547 26 23790 33 24040 33 24288 35 24538 35 24788 35 25038 35 25287 36 25537 36 25785 38 26033 40 26283 36 26320 2 26533 36 26570 2 26784 33 26820 2 27034 32 27070 2 27284 32 27533 33 27782 34 28032 34 28282 34 28532 33 28782 33 29027 1 29032 33 29277 1 29282 33 29527 1 29532 33 29777 1 29780 35 30026 39 30277 38 30526 2 30529 1 30531 34 30777 1 30779 36 31027 1 31029 36 31277 38 31526 39 31777 38 32025 40 32277 38 32526 2 32529 36 32777 1 32780 35 33026 3 33030 35 33277 2 33280 35 33527 38 33777 38 34026 39 34277 38 34527 1 34529 1 34531 34 34777 1 34781 34 35027 2 35030 35 35277 38 35527 38 35777 38 36026 39 36277 3 36281 34 36527 1 36532 33 36776 2 36782 33 37027 1 37032 33 37282 34 37532 40 37782 41 38032 42 38283 41 38534 39 38784 39 39034 39 39284 1 39286 37 39534 40 39784 47 40040 50 40290 50 40541 49 40790 50 41040 50 41095 1 41290 50 41540 50 41592 1 41790 57 42040 3 42044 1 42046 60 42291 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 66 43544 1 43548 64 43799 64 44044 1 44048 71 44307 59 44367 1 44557 59 44807 58 45057 59 45307 60 45368 1 45557 60 45618 1 45807 60 46059 54 46116 1 46322 40 46573 1 46575 37 46825 37 47075 35 47326 32 47577 31 47845 2 47853 2
test_mask_272,15814 19 15834 1 15836 2 15839 24 16059 54 16309 54 16559 55 16809 55 17059 55 17118 2 17309 61 17559 61 17799 72 18048 73 18298 73 18549 72 18799 73 19041 4 19047 73 19291 3 19296 1 19298 72 19541 3 19548 72 19790 80 20040 65 20107 2 20290 66 20540 65 20790 66 21040 66 21290 65 21540 58 21599 5 21610 1 21790 64 22040 41 22083 15 22290 37 22329 1 22337 1 22343 4 22540 41 22585 5 22592 6 22790 66 23041 1 23043 1 23048 73 23127 1 23298 73 23376 1 23541 1 23548 74 23623 5 23790 5 23797 74 23876 2 24040 37 24079 2 24084 21 24290 34 24336 15 24354 1 24538 36 24576 1 24587 1 24589 10 24788 39 24828 2 24836 2 24839 9 25039 38 25078 2 25085 1 25087 1 25089 1 25091 7 25284 1 25286 1 25288 42 25335 1 25341 7 25533 48 25585 1 25591 6 25783 44 25828 3 25845 1 26032 42 26282 41 26532 41 26782 41 27032 41 27282 41 27532 41 27782 41 28031 42 28281 41 28532 40 28782 40 29027 1 29032 39 29277 1 29282 39 29527 1 29532 39 29777 1 29781 38 30026 3 30030 38 30281 35 30532 33 30782 33 31027 1 31031 34 31281 34 31532 33 31777 1 31780 35 32027 2 32030 35 32281 34 32531 34 32782 33 33031 34 33282 33 33527 1 33532 33 33777 1 33781 34 34027 2 34031 34 34282 33 34527 1 34532 33 34777 1 34782 33 35032 33 35282 33 35532 33 35777 1 35781 34 36031 34 36282 33 36532 33 36782 33 37032 33 37282 34 37532 39 37782 40 38032 41 38282 41 38533 4 38538 35 38783 3 38788 35 39033 1 39038 35 39283 1 39287 36 39533 40 39784 42 40040 41 40290 41 40541 40 40790 42 41040 41 41290 41 41540 42 41790 49 42040 57 42291 2 42294 1 42296 52 42541 1 42548 56 42798 52 42853 2 43041 1 43048 52 43102 2 43290 2 43293 2 43296 52 43548 50 43798 57 44044 1 44049 58 44308 47 44558 48 44808 47 45058 47 45308 47 45557 49 45807 48 46059 45 46322 26 46349 2 46572 26 46822 26 47073 25 47323 24 47573 1 47576 22 47830 1
test_mask_273,15334 1 15349 1 15815 17 15833 6 15840 4 15845 7 15853 15 16059 61 16309 59 16559 1 16562 58 16813 57 17059 2 17063 57 17309 3 17313 54 17368 1 17559 61 17800 71 18049 71 18299 71 18549 71 18799 71 19041 1 19043 1 19048 66 19119 1 19291 3 19298 65 19541 2 19548 66 19615 1 19617 3 19790 73 20040 58 20101 1 20290 58 20540 51 20593 1 20595 3 20790 59 21040 58 21290 58 21540 50 21591 7 21603 1 21790 58 22035 55 22096 1 22284 41 22326 1 22537 37 22788 36 23039 35 23288 35 23538 35 23787 37 24035 38 24284 39 24534 39 24784 38 25034 39 25284 39 25533 40 25783 40 26033 39 26283 39 26533 33 26570 2 26782 33 27033 32 27282 33 27532 33 27782 33 28032 33 28282 33 28532 33 28782 33 29032 33 29282 33 29532 33 29782 33 30026 2 30030 35 30281 34 30532 33 30777 1 30782 33 31027 1 31032 33 31277 1 31282 33 31527 1 31532 33 31777 1 31781 34 32025 40 32277 3 32281 34 32526 2 32529 1 32532 33 32775 3 32782 33 33026 2 33031 34 33276 3 33282 33 33525 3 33529 1 33532 33 33775 40 34026 39 34277 3 34282 33 34527 1 34532 33 34777 1 34782 33 35027 2 35031 34 35277 2 35281 34 35527 38 35777 38 36026 39 36277 3 36282 33 36527 1 36532 33 36776 2 36782 33 37027 1 37032 33 37277 1 37282 33 37527 1 37532 34 37568 2 37776 2 37781 42 38032 41 38282 41 38532 41 38782 41 39032 41 39282 41 39532 45 39782 49 40032 51 40084 5 40282 58 40532 51 40584 5 40782 51 40835 4 41032 6 41039 50 41283 56 41533 57 41783 64 42040 66 42290 68 42359 3 42541 4 42547 65 42791 3 42798 64 43041 3 43048 64 43290 69 43360 1 43548 64 43798 66 44049 71 44307 63 44557 62 44807 62 45057 62 45308 62 45558 62 45809 61 46060 60 46322 41 46572 41 46822 41 47073 1 47075 37 47325 38 47572 2 47576 37 47830 1 47837 2 47845 2 47853 2
test_mask_274,15334 1 15349 2 15584 1 15592 1 15596 1 15815 11 15827 1 15829 23 15853 14 15868 1 16059 61 16309 61 16562 58 16813 57 17059 2 17063 57 17309 61 17559 2 17562 59 17800 71 18049 72 18299 72 18549 72 18791 1 18793 1 18799 72 19040 74 19116 1 19118 2 19290 74 19368 3 19540 76 19617 4 19790 73 20037 1 20040 58 20101 1 20286 62 20535 59 20595 3 20786 63 21035 63 21286 62 21533 2 21536 62 21599 1 21601 3 21783 61 21845 5 22032 50 22083 7 22096 1 22282 43 22532 42 22782 42 23032 42 23282 41 23532 41 23782 41 23830 1 24027 2 24030 43 24276 3 24281 42 24532 40 24777 1 24782 34 24818 4 25027 1 25032 33 25069 3 25276 3 25281 34 25319 3 25527 2 25531 34 25569 3 25777 1 25779 36 25821 1 26026 39 26276 1 26278 37 26527 3 26532 33 26777 1 26782 33 27027 1 27032 33 27277 2 27281 34 27527 3 27531 34 27777 1 27781 34 28027 38 28281 34 28532 33 28777 1 28782 33 29027 1 29032 33 29277 1 29282 33 29527 1 29532 33 29777 1 29782 33 30026 3 30032 33 30282 33 30527 1 30532 33 30777 1 30782 33 31027 1 31032 33 31277 1 31282 33 31527 1 31532 33 31777 1 31782 33 32026 3 32030 35 32281 34 32526 1 32532 33 32777 1 32782 33 33027 1 33032 33 33277 1 33282 33 33527 1 33532 33 33777 2 33782 33 34027 2 34032 33 34282 33 34527 1 34532 33 34777 1 34782 33 35027 1 35032 33 35277 1 35282 33 35527 1 35532 33 35777 1 35781 34 36031 35 36282 34 36532 36 36782 37 37032 37 37282 40 37532 41 37782 41 38033 40 38283 41 38534 40 38785 39 38825 1 39036 38 39286 39 39534 1 39536 41 39784 47 40038 1 40040 50 40290 50 40540 50 40790 50 41040 50 41094 2 41290 50 41540 50 41592 1 41790 58 42040 67 42291 2 42296 66 42541 1 42548 65 42798 65 43041 1 43048 65 43290 2 43293 70 43544 1 43548 64 43798 64 44044 1 44048 66 44303 1 44308 57 44558 57 44807 58 45057 59 45308 59 45557 60 45807 60 46059 54 46116 1 46323 36 46360 2 46573 1 46575 31 46608 1 46611 1 46825 32 46859 3 47075 32 47325 32 47361 1 47577 30 47611 1 47845 2
test_mask_275,15333 3 15349 3 15583 3 15599 3 15815 32 15848 23 16059 62 16309 61 16559 1 16562 59 16813 57 17058 3 17063 57 17308 63 17559 62 17799 73 17876 1 18049 72 18299 72 18549 72 18799 72 19041 1 19048 66 19116 1 19118 2 19298 66 19368 3 19541 1 19548 73 19790 5 19796 69 19866 1 19869 2 20040 66 20290 58 20354 2 20540 58 20790 59 21040 63 21290 59 21352 1 21540 50 21591 7 21599 1 21601 4 21790 64 22034 48 22083 11 22095 3 22284 43 22536 39 22576 1 22787 37 23038 36 23287 36 23537 37 23576 1 23786 39 23826 1 23828 1 24033 40 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26032 40 26282 40 26532 35 26570 2 26782 34 27032 33 27277 1 27282 34 27527 1 27532 33 27777 1 27781 34 28026 39 28277 38 28526 4 28531 34 28775 3 28782 33 29025 3 29030 35 29277 2 29281 34 29525 3 29529 1 29531 34 29775 40 30025 40 30277 3 30281 34 30526 4 30531 34 30777 1 30779 1 30782 33 31026 39 31277 38 31526 39 31777 38 32025 40 32277 38 32526 2 32529 1 32531 34 32775 3 32782 33 33026 2 33030 35 33277 2 33281 34 33525 5 33531 34 33775 40 34026 39 34277 38 34526 39 34776 2 34779 36 35026 39 35277 38 35527 38 35777 38 36026 39 36068 2 36276 4 36282 33 36319 2 36525 3 36532 33 36569 1 36775 3 36782 33 37027 1 37032 33 37282 34 37532 40 37782 41 38032 41 38283 40 38535 38 38787 36 39037 36 39287 36 39534 1 39536 38 39576 1 39784 47 40040 50 40290 50 40541 49 40593 1 40790 50 41040 50 41092 1 41094 3 41290 50 41540 50 41591 2 41790 58 42040 5 42046 60 42291 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 67 43544 1 43548 65 43798 65 44044 1 44048 72 44307 59 44367 2 44557 3 44563 53 44807 3 44814 52 45057 5 45063 54 45307 63 45557 63 45807 62 46061 52 46116 1 46322 40 46573 39 46825 37 47075 37 47326 34 47580 29 47845 2 47853 2
test_mask_276,15817 2 15820 11 15870 38 16059 24 16116 43 16309 23 16369 40 16562 20 16617 42 16813 19 16866 43 17060 1 17062 20 17116 43 17310 22 17362 48 17559 1 17561 1 17563 20 17610 50 17800 33 17859 51 18049 33 18108 52 18300 32 18358 52 18549 33 18608 51 18791 1 18793 1 18795 1 18797 34 18858 51 19039 34 19108 51 19290 33 19358 51 19540 33 19608 51 19788 35 19857 52 20034 39 20107 52 20284 39 20326 1 20328 2 20356 53 20535 38 20575 6 20602 57 20786 38 20825 6 20855 54 21035 2 21038 43 21106 53 21288 43 21358 51 21538 43 21609 4 21614 38 21653 6 21786 45 21858 5 21864 38 21903 3 21907 2 22034 42 22119 1 22124 4 22284 40 22536 37 22788 35 23039 34 23290 33 23540 33 23788 35 24033 40 24283 40 24533 39 24783 39 25032 40 25282 40 25532 40 25782 40 26032 37 26070 2 26282 35 26532 34 26782 34 27032 33 27282 33 27532 33 27781 34 28027 2 28030 35 28281 34 28531 34 28777 1 28782 33 29027 1 29030 35 29277 1 29281 34 29527 1 29531 34 29777 1 29780 35 30026 3 30030 35 30281 34 30526 1 30532 33 30777 1 30782 33 31027 1 31032 33 31277 1 31282 33 31527 1 31532 33 31777 1 31780 35 32025 40 32281 34 32526 1 32531 34 32775 1 32777 1 32782 33 33026 2 33031 34 33277 2 33282 33 33526 3 33532 33 33775 4 33781 34 34026 39 34277 2 34282 33 34526 2 34532 33 34777 1 34782 33 35026 2 35032 33 35277 1 35282 33 35527 1 35532 33 35777 1 35782 33 36032 33 36282 33 36532 33 36782 33 37033 33 37283 33 37533 38 37784 39 38036 37 38288 35 38540 33 38790 33 39040 33 39289 34 39538 35 39788 39 39828 3 40040 58 40290 58 40541 56 40790 57 41040 57 41290 57 41540 57 41790 65 42040 3 42044 1 42046 74 42291 1 42298 73 42374 4 42541 1 42549 79 42799 79 43041 1 43048 74 43123 5 43291 1 43296 75 43373 1 43375 3 43548 79 43799 79 44044 1 44048 85 44308 74 44558 2 44562 70 44807 3 44811 71 45057 75 45307 76 45557 76 45807 72 45880 3 46060 69 46322 56 46573 1 46575 46 46625 1 46826 46 46873 1 46875 3 47077 5 47083 41 47126 1 47327 5 47334 39 47580 2 47588 2 47591 1 47594 23 47619 3 47854 1 47861 2
